Frame,A_x,A_y,A_Diameter,B_x,B_y,B_Diameter,C_x,C_y,C_Diameter,D_x,D_y,D_Diameter
264,688.0,330.0,24.0,934.0,494.0,42.0,1108.0,424.0,36.0,1090.0,296.0,26.0
265,724.0,318.0,24.0,888.0,468.0,38.0,1072.0,446.0,34.0,1124.0,304.0,28.0
266,762.0,308.0,24.0,846.0,446.0,36.0,1032.0,468.0,38.0,1160.0,316.0,22.0
267,796.0,300.0,22.0,810.0,424.0,36.0,986.0,494.0,42.0,1198.0,322.0,28.0
268,828.0,292.0,20.0,778.0,406.0,32.0,932.0,524.0,44.0,1240.0,330.0,32.0
269,856.0,284.0,20.0,750.0,390.0,32.0,870.0,560.0,48.0,1284.0,340.0,34.0
270,882.0,278.0,22.0,724.0,374.0,28.0,800.0,602.0,56.0,1334.0,352.0,36.0
271,532.0,340.0,46.0,1060.0,662.0,58.0,1252.0,394.0,32.0,1030.0,268.0,18.0
272,580.0,332.0,38.0,986.0,612.0,52.0,1228.0,408.0,36.0,1056.0,276.0,20.0
273,620.0,332.0,36.0,924.0,570.0,48.0,1200.0,426.0,40.0,1082.0,280.0,22.0
274,666.0,314.0,28.0,870.0,534.0,44.0,1170.0,450.0,36.0,1112.0,286.0,24.0
275,702.0,308.0,26.0,824.0,502.0,40.0,1134.0,474.0,38.0,1148.0,296.0,22.0
276,740.0,298.0,24.0,786.0,474.0,38.0,1094.0,500.0,44.0,1182.0,304.0,26.0
277,774.0,290.0,24.0,750.0,450.0,36.0,1048.0,534.0,44.0,1220.0,312.0,24.0
278,802.0,284.0,24.0,718.0,428.0,36.0,996.0,570.0,48.0,1260.0,322.0,28.0
279,832.0,278.0,20.0,688.0,414.0,42.0,934.0,612.0,52.0,1306.0,334.0,34.0
280,860.0,270.0,18.0,666.0,396.0,34.0,860.0,662.0,58.0,1354.0,348.0,42.0
281,518.0,328.0,42.0,984.0,748.0,58.0,1324.0,414.0,28.0,1050.0,262.0,20.0
282,564.0,322.0,30.0,908.0,678.0,58.0,1296.0,432.0,42.0,1080.0,268.0,24.0
283,602.0,312.0,20.0,846.0,624.0,54.0,1272.0,456.0,40.0,1102.0,272.0,24.0
284,648.0,302.0,30.0,792.0,580.0,48.0,1240.0,482.0,40.0,1136.0,278.0,18.0
285,682.0,300.0,26.0,746.0,542.0,44.0,1210.0,510.0,42.0,1166.0,286.0,20.0
286,720.0,288.0,24.0,708.0,510.0,42.0,1170.0,544.0,48.0,1200.0,294.0,24.0
287,750.0,282.0,20.0,678.0,478.0,44.0,1126.0,582.0,50.0,1238.0,304.0,28.0
288,782.0,274.0,18.0,648.0,454.0,42.0,1072.0,624.0,52.0,1278.0,312.0,28.0
289,812.0,270.0,16.0,622.0,436.0,40.0,1012.0,678.0,58.0,1318.0,320.0,28.0
290,836.0,264.0,22.0,594.0,414.0,28.0,936.0,748.0,58.0,1364.0,330.0,30.0
291,506.0,314.0,44.0,888.0,834.0,58.0,1398.0,450.0,56.0,1072.0,254.0,20.0
292,546.0,310.0,24.0,804.0,768.0,58.0,1376.0,474.0,58.0,1096.0,260.0,20.0
293,588.0,308.0,32.0,746.0,696.0,58.0,1356.0,488.0,38.0,1124.0,266.0,20.0
294,630.0,294.0,26.0,698.0,638.0,56.0,1326.0,510.0,58.0,1152.0,270.0,24.0
295,668.0,286.0,28.0,652.0,592.0,44.0,1296.0,546.0,58.0,1184.0,278.0,20.0
296,702.0,282.0,18.0,618.0,552.0,44.0,1262.0,586.0,58.0,1216.0,282.0,22.0
297,732.0,274.0,20.0,594.0,510.0,58.0,1224.0,640.0,52.0,1250.0,292.0,20.0
298,762.0,268.0,18.0,564.0,486.0,44.0,1174.0,696.0,58.0,1292.0,296.0,20.0
299,788.0,262.0,22.0,546.0,456.0,54.0,1106.0,756.0,58.0,1332.0,310.0,30.0
300,818.0,256.0,20.0,526.0,434.0,48.0,,,,1372.0,308.0,36.0
301,1026.0,800.0,58.0,1398.0,288.0,36.0,836.0,236.0,20.0,490.0,424.0,58.0
302,1118.0,732.0,58.0,1356.0,288.0,32.0,810.0,242.0,16.0,502.0,432.0,34.0
303,1168.0,650.0,58.0,1310.0,274.0,32.0,782.0,244.0,24.0,528.0,458.0,40.0
304,1226.0,596.0,56.0,1270.0,268.0,28.0,748.0,252.0,24.0,570.0,488.0,40.0
305,1266.0,548.0,52.0,1234.0,266.0,20.0,720.0,256.0,24.0,588.0,520.0,48.0
306,1296.0,514.0,58.0,1200.0,256.0,24.0,686.0,266.0,20.0,636.0,558.0,50.0
307,1322.0,468.0,58.0,1168.0,250.0,24.0,648.0,268.0,28.0,678.0,604.0,54.0
308,1350.0,454.0,54.0,1138.0,246.0,20.0,610.0,274.0,32.0,732.0,660.0,58.0
309,1368.0,416.0,52.0,1110.0,242.0,16.0,566.0,282.0,32.0,782.0,740.0,58.0
310,1384.0,390.0,58.0,1084.0,236.0,20.0,520.0,288.0,36.0,,,
311,920.0,716.0,58.0,1386.0,298.0,42.0,858.0,242.0,22.0,574.0,382.0,48.0
312,1004.0,644.0,58.0,1340.0,292.0,30.0,828.0,246.0,18.0,602.0,408.0,32.0
313,1066.0,586.0,58.0,1294.0,284.0,32.0,800.0,254.0,20.0,618.0,426.0,34.0
314,1120.0,540.0,52.0,1258.0,282.0,30.0,768.0,260.0,22.0,654.0,446.0,54.0
315,1166.0,502.0,48.0,1216.0,270.0,28.0,736.0,264.0,22.0,686.0,478.0,44.0
316,1206.0,470.0,42.0,1184.0,264.0,20.0,698.0,270.0,20.0,728.0,510.0,50.0
317,1234.0,440.0,48.0,1148.0,258.0,24.0,660.0,276.0,20.0,776.0,546.0,54.0
318,1262.0,414.0,48.0,1118.0,252.0,22.0,624.0,284.0,32.0,830.0,590.0,58.0
319,1290.0,400.0,42.0,1090.0,246.0,18.0,580.0,292.0,34.0,900.0,642.0,58.0
320,1312.0,382.0,40.0,1064.0,242.0,22.0,534.0,298.0,42.0,984.0,716.0,54.0
321,838.0,632.0,58.0,1380.0,326.0,46.0,878.0,248.0,18.0,642.0,368.0,36.0
322,918.0,578.0,54.0,1330.0,314.0,42.0,852.0,254.0,24.0,670.0,384.0,34.0
323,984.0,534.0,52.0,1280.0,296.0,30.0,820.0,260.0,20.0,696.0,406.0,46.0
324,1038.0,498.0,46.0,1238.0,288.0,28.0,792.0,266.0,26.0,732.0,418.0,44.0
325,1084.0,466.0,42.0,1198.0,282.0,24.0,756.0,274.0,24.0,766.0,444.0,42.0
326,1124.0,438.0,42.0,1164.0,274.0,22.0,720.0,282.0,24.0,808.0,470.0,44.0
327,1160.0,414.0,40.0,1130.0,266.0,20.0,678.0,288.0,22.0,858.0,500.0,46.0
328,1192.0,394.0,36.0,1098.0,260.0,20.0,640.0,296.0,30.0,914.0,534.0,50.0
329,1220.0,378.0,38.0,1066.0,254.0,24.0,596.0,302.0,36.0,980.0,576.0,54.0
330,1242.0,358.0,36.0,1042.0,248.0,20.0,546.0,310.0,44.0,1060.0,624.0,58.0
331,774.0,570.0,58.0,1358.0,324.0,44.0,902.0,258.0,18.0,706.0,344.0,38.0
332,852.0,526.0,50.0,1306.0,314.0,40.0,874.0,262.0,20.0,730.0,364.0,34.0
333,916.0,492.0,46.0,1262.0,308.0,28.0,846.0,268.0,24.0,762.0,376.0,34.0
334,970.0,460.0,44.0,1218.0,298.0,28.0,812.0,274.0,22.0,796.0,394.0,36.0
335,1018.0,434.0,38.0,1180.0,290.0,24.0,776.0,282.0,22.0,832.0,414.0,40.0
336,1060.0,412.0,36.0,1140.0,284.0,24.0,740.0,292.0,26.0,876.0,436.0,42.0
337,1096.0,392.0,36.0,1104.0,274.0,26.0,702.0,298.0,28.0,924.0,462.0,42.0
338,1128.0,372.0,34.0,1074.0,268.0,24.0,660.0,306.0,34.0,980.0,490.0,46.0
339,1156.0,356.0,34.0,1044.0,262.0,22.0,614.0,324.0,24.0,1046.0,524.0,48.0
340,1182.0,342.0,34.0,1016.0,258.0,18.0,560.0,326.0,44.0,1122.0,564.0,56.0
341,726.0,538.0,46.0,1338.0,358.0,38.0,928.0,276.0,24.0,762.0,344.0,32.0
342,802.0,504.0,44.0,1284.0,346.0,34.0,902.0,284.0,20.0,788.0,360.0,34.0
343,862.0,474.0,40.0,1238.0,340.0,34.0,870.0,290.0,24.0,818.0,372.0,30.0
344,914.0,448.0,38.0,1194.0,328.0,28.0,838.0,298.0,24.0,854.0,388.0,32.0
345,962.0,424.0,36.0,1150.0,314.0,28.0,804.0,306.0,24.0,892.0,406.0,34.0
346,1002.0,404.0,34.0,1114.0,308.0,22.0,768.0,314.0,28.0,932.0,426.0,34.0
347,1038.0,386.0,32.0,1080.0,298.0,22.0,726.0,328.0,28.0,980.0,446.0,38.0
348,1070.0,370.0,32.0,1048.0,290.0,24.0,680.0,340.0,34.0,1034.0,472.0,40.0
349,1100.0,356.0,30.0,1018.0,284.0,20.0,636.0,344.0,40.0,1094.0,500.0,46.0
350,1126.0,342.0,28.0,990.0,274.0,20.0,584.0,366.0,28.0,1164.0,532.0,48.0
351,684.0,498.0,44.0,1322.0,380.0,34.0,956.0,284.0,22.0,808.0,330.0,26.0
352,756.0,466.0,44.0,1266.0,366.0,30.0,928.0,290.0,22.0,838.0,342.0,28.0
353,816.0,442.0,38.0,1214.0,352.0,28.0,900.0,300.0,24.0,868.0,354.0,28.0
354,868.0,420.0,36.0,1168.0,340.0,32.0,866.0,310.0,24.0,902.0,368.0,28.0
355,914.0,400.0,34.0,1126.0,328.0,28.0,832.0,318.0,28.0,938.0,384.0,32.0
356,954.0,384.0,32.0,1088.0,318.0,26.0,794.0,328.0,28.0,980.0,400.0,34.0
357,990.0,368.0,30.0,1052.0,310.0,24.0,750.0,340.0,28.0,1026.0,418.0,34.0
358,1024.0,352.0,28.0,1020.0,300.0,24.0,706.0,350.0,34.0,1078.0,440.0,36.0
359,1054.0,340.0,30.0,990.0,290.0,22.0,656.0,364.0,36.0,1138.0,462.0,40.0
360,1082.0,328.0,30.0,962.0,284.0,22.0,598.0,380.0,34.0,1202.0,490.0,42.0
361,652.0,460.0,48.0,1302.0,402.0,34.0,988.0,294.0,22.0,848.0,318.0,28.0
362,718.0,436.0,42.0,1242.0,388.0,36.0,960.0,302.0,24.0,880.0,326.0,28.0
363,774.0,416.0,36.0,1190.0,370.0,32.0,930.0,312.0,24.0,908.0,338.0,28.0
364,826.0,398.0,32.0,1140.0,356.0,28.0,896.0,322.0,26.0,944.0,350.0,28.0
365,872.0,380.0,32.0,1098.0,344.0,28.0,860.0,332.0,28.0,980.0,364.0,28.0
366,912.0,364.0,32.0,1058.0,332.0,28.0,822.0,344.0,28.0,1020.0,378.0,32.0
367,948.0,352.0,28.0,1024.0,322.0,28.0,778.0,356.0,30.0,1066.0,396.0,32.0
368,982.0,338.0,26.0,990.0,312.0,24.0,730.0,372.0,32.0,1116.0,414.0,34.0
369,1012.0,326.0,26.0,958.0,302.0,24.0,680.0,386.0,34.0,1174.0,432.0,38.0
370,1040.0,316.0,26.0,932.0,294.0,24.0,618.0,402.0,34.0,1238.0,454.0,40.0
371,622.0,432.0,40.0,1276.0,434.0,48.0,1022.0,306.0,24.0,888.0,306.0,22.0
372,688.0,414.0,32.0,1212.0,406.0,42.0,994.0,314.0,24.0,916.0,314.0,24.0
373,738.0,394.0,34.0,1158.0,390.0,32.0,964.0,324.0,26.0,946.0,326.0,24.0
374,790.0,376.0,32.0,1110.0,374.0,32.0,930.0,336.0,26.0,980.0,336.0,28.0
375,834.0,362.0,30.0,1066.0,360.0,30.0,894.0,348.0,28.0,1016.0,348.0,28.0
376,874.0,348.0,28.0,1026.0,348.0,28.0,854.0,360.0,28.0,1056.0,360.0,30.0
377,910.0,336.0,26.0,990.0,336.0,26.0,808.0,374.0,32.0,1100.0,374.0,32.0
378,944.0,324.0,26.0,956.0,324.0,26.0,758.0,392.0,34.0,1148.0,388.0,36.0
379,974.0,312.0,24.0,924.0,314.0,26.0,708.0,410.0,34.0,1202.0,408.0,34.0
380,1002.0,302.0,24.0,898.0,306.0,22.0,644.0,430.0,42.0,1262.0,420.0,48.0
381,598.0,406.0,44.0,1246.0,458.0,40.0,1060.0,318.0,24.0,920.0,294.0,24.0
382,658.0,388.0,38.0,1182.0,432.0,42.0,1030.0,326.0,26.0,950.0,302.0,24.0
383,712.0,372.0,36.0,1126.0,414.0,34.0,1000.0,338.0,28.0,980.0,312.0,26.0
384,760.0,360.0,28.0,1074.0,396.0,32.0,968.0,350.0,28.0,1014.0,322.0,26.0
385,800.0,346.0,32.0,1030.0,380.0,30.0,930.0,364.0,30.0,1048.0,332.0,26.0
386,842.0,334.0,28.0,988.0,364.0,30.0,890.0,380.0,30.0,1088.0,342.0,28.0
387,878.0,322.0,24.0,952.0,350.0,28.0,844.0,396.0,32.0,1132.0,356.0,32.0
388,910.0,312.0,24.0,918.0,340.0,24.0,794.0,414.0,34.0,1178.0,368.0,30.0
389,940.0,302.0,24.0,888.0,326.0,26.0,736.0,434.0,40.0,1230.0,382.0,36.0
390,970.0,294.0,24.0,860.0,318.0,24.0,676.0,458.0,36.0,1288.0,398.0,40.0
391,576.0,384.0,42.0,1216.0,492.0,42.0,1102.0,330.0,26.0,952.0,284.0,22.0
392,636.0,374.0,28.0,1146.0,464.0,42.0,1072.0,340.0,30.0,980.0,292.0,22.0
393,684.0,354.0,36.0,1086.0,440.0,40.0,1042.0,354.0,30.0,1010.0,300.0,24.0
394,732.0,342.0,34.0,1034.0,420.0,36.0,1008.0,368.0,28.0,1042.0,310.0,24.0
395,772.0,330.0,26.0,988.0,400.0,34.0,972.0,384.0,32.0,1076.0,316.0,30.0
396,810.0,320.0,24.0,948.0,384.0,32.0,930.0,400.0,34.0,1116.0,328.0,30.0
397,846.0,310.0,26.0,910.0,368.0,28.0,884.0,420.0,36.0,1158.0,340.0,30.0
398,878.0,300.0,24.0,876.0,354.0,30.0,832.0,440.0,38.0,1202.0,352.0,28.0
399,910.0,294.0,20.0,846.0,340.0,30.0,774.0,464.0,44.0,1250.0,366.0,28.0
400,938.0,284.0,22.0,818.0,330.0,26.0,704.0,492.0,44.0,1312.0,378.0,28.0
401,558.0,362.0,44.0,1174.0,532.0,48.0,1148.0,346.0,32.0,982.0,276.0,22.0
402,612.0,350.0,38.0,1102.0,500.0,42.0,1122.0,358.0,32.0,1008.0,280.0,20.0
403,660.0,338.0,32.0,1042.0,472.0,42.0,1090.0,372.0,32.0,1038.0,290.0,24.0
404,702.0,330.0,30.0,988.0,446.0,40.0,1056.0,388.0,32.0,1070.0,298.0,24.0
405,744.0,318.0,24.0,942.0,424.0,38.0,1020.0,406.0,34.0,1104.0,306.0,24.0
406,782.0,308.0,26.0,900.0,406.0,34.0,978.0,424.0,34.0,1142.0,316.0,24.0
407,818.0,300.0,24.0,862.0,388.0,32.0,930.0,446.0,40.0,1182.0,324.0,28.0
408,850.0,290.0,22.0,830.0,372.0,32.0,878.0,472.0,42.0,1224.0,332.0,34.0
409,880.0,282.0,20.0,800.0,358.0,28.0,816.0,502.0,44.0,1276.0,346.0,28.0
410,908.0,276.0,24.0,772.0,346.0,26.0,746.0,532.0,50.0,1324.0,354.0,42.0
411,540.0,344.0,44.0,1124.0,582.0,54.0,1198.0,362.0,28.0,1006.0,268.0,18.0
412,592.0,334.0,38.0,1050.0,544.0,48.0,1172.0,376.0,30.0,1032.0,272.0,24.0
413,640.0,324.0,32.0,988.0,508.0,46.0,1144.0,392.0,34.0,1062.0,282.0,20.0
414,680.0,318.0,30.0,934.0,478.0,40.0,1110.0,410.0,36.0,1094.0,288.0,20.0
415,722.0,306.0,26.0,886.0,454.0,36.0,1076.0,430.0,40.0,1128.0,294.0,24.0
416,760.0,296.0,26.0,844.0,430.0,36.0,1032.0,454.0,36.0,1162.0,302.0,28.0
417,792.0,288.0,20.0,808.0,410.0,36.0,986.0,480.0,42.0,1206.0,314.0,30.0
418,824.0,280.0,22.0,774.0,392.0,34.0,932.0,508.0,46.0,1244.0,320.0,30.0
419,856.0,274.0,24.0,744.0,378.0,36.0,868.0,544.0,48.0,1290.0,332.0,30.0
420,882.0,268.0,18.0,720.0,362.0,30.0,794.0,584.0,54.0,1340.0,338.0,40.0
421,524.0,330.0,38.0,1062.0,646.0,58.0,1260.0,380.0,34.0,1030.0,260.0,20.0
422,570.0,328.0,34.0,986.0,596.0,54.0,1236.0,396.0,34.0,1056.0,266.0,20.0
423,620.0,312.0,32.0,922.0,554.0,50.0,1204.0,416.0,34.0,1086.0,270.0,18.0
424,660.0,304.0,24.0,868.0,518.0,44.0,1172.0,436.0,36.0,1118.0,278.0,24.0
425,702.0,294.0,26.0,820.0,486.0,42.0,1138.0,460.0,40.0,1152.0,286.0,26.0
426,740.0,286.0,28.0,780.0,458.0,40.0,1098.0,486.0,44.0,1184.0,292.0,24.0
427,770.0,278.0,20.0,746.0,436.0,36.0,1050.0,518.0,46.0,1224.0,302.0,28.0
428,802.0,274.0,20.0,714.0,414.0,38.0,996.0,554.0,50.0,1266.0,310.0,28.0
429,830.0,266.0,22.0,686.0,394.0,40.0,932.0,596.0,54.0,1306.0,314.0,34.0
430,858.0,258.0,18.0,658.0,380.0,34.0,856.0,646.0,58.0,1354.0,324.0,34.0
431,504.0,328.0,38.0,982.0,732.0,58.0,1328.0,408.0,50.0,1050.0,252.0,18.0
432,552.0,322.0,44.0,906.0,662.0,58.0,1304.0,422.0,42.0,1078.0,258.0,20.0
433,600.0,302.0,24.0,842.0,608.0,56.0,1276.0,442.0,38.0,1106.0,262.0,22.0
434,646.0,290.0,32.0,788.0,564.0,50.0,1250.0,466.0,40.0,1138.0,268.0,18.0
435,682.0,284.0,28.0,744.0,522.0,54.0,1210.0,494.0,40.0,1170.0,274.0,20.0
436,718.0,276.0,28.0,708.0,494.0,40.0,1176.0,522.0,54.0,1204.0,282.0,22.0
437,750.0,272.0,22.0,668.0,466.0,38.0,1132.0,564.0,48.0,1242.0,292.0,30.0
438,780.0,266.0,18.0,638.0,440.0,36.0,1076.0,608.0,58.0,1278.0,294.0,32.0
439,808.0,260.0,22.0,618.0,416.0,44.0,1014.0,662.0,58.0,1320.0,302.0,32.0
440,836.0,254.0,20.0,590.0,408.0,50.0,932.0,732.0,58.0,1366.0,310.0,34.0
441,500.0,302.0,44.0,,,,1410.0,424.0,34.0,1070.0,246.0,20.0
442,544.0,298.0,32.0,808.0,740.0,58.0,1382.0,438.0,58.0,1096.0,250.0,20.0
443,588.0,288.0,34.0,736.0,680.0,58.0,1360.0,464.0,58.0,1126.0,256.0,20.0
444,626.0,282.0,26.0,690.0,622.0,58.0,1342.0,502.0,40.0,1154.0,260.0,22.0
445,660.0,276.0,20.0,642.0,576.0,46.0,1306.0,540.0,58.0,1188.0,268.0,24.0
446,700.0,272.0,18.0,620.0,536.0,44.0,1270.0,570.0,58.0,1218.0,272.0,26.0
447,730.0,264.0,20.0,584.0,494.0,58.0,1232.0,622.0,54.0,1254.0,282.0,20.0
448,760.0,260.0,18.0,556.0,478.0,54.0,1182.0,680.0,58.0,1292.0,284.0,32.0
449,790.0,252.0,22.0,532.0,458.0,58.0,1124.0,756.0,54.0,1336.0,292.0,28.0
450,816.0,248.0,16.0,512.0,436.0,58.0,,,,1376.0,296.0,38.0
451,,,,1400.0,280.0,42.0,834.0,232.0,20.0,488.0,394.0,58.0
452,1108.0,708.0,58.0,1360.0,278.0,22.0,810.0,236.0,20.0,500.0,424.0,38.0
453,1184.0,648.0,56.0,1310.0,274.0,20.0,778.0,240.0,18.0,530.0,460.0,58.0
454,1220.0,586.0,54.0,1272.0,268.0,20.0,748.0,248.0,24.0,554.0,474.0,54.0
455,1262.0,540.0,52.0,1236.0,260.0,20.0,714.0,250.0,20.0,596.0,512.0,44.0
456,1306.0,500.0,44.0,1204.0,250.0,20.0,680.0,260.0,24.0,618.0,552.0,52.0
457,1322.0,470.0,42.0,1172.0,248.0,26.0,648.0,268.0,20.0,662.0,598.0,54.0
458,1350.0,432.0,58.0,1142.0,242.0,24.0,608.0,268.0,32.0,714.0,658.0,58.0
459,1376.0,424.0,58.0,1112.0,236.0,18.0,566.0,274.0,38.0,778.0,732.0,58.0
460,1388.0,384.0,58.0,1086.0,232.0,20.0,520.0,280.0,40.0,,,
461,,,,1396.0,308.0,44.0,854.0,238.0,20.0,572.0,372.0,54.0
462,1002.0,630.0,58.0,1340.0,284.0,38.0,826.0,244.0,22.0,596.0,390.0,56.0
463,1068.0,578.0,58.0,1302.0,284.0,32.0,798.0,248.0,20.0,616.0,418.0,36.0
464,1124.0,534.0,58.0,1256.0,272.0,26.0,766.0,256.0,26.0,648.0,442.0,44.0
465,1168.0,492.0,52.0,1222.0,270.0,30.0,736.0,262.0,20.0,688.0,470.0,44.0
466,1204.0,464.0,44.0,1182.0,262.0,20.0,700.0,268.0,22.0,724.0,504.0,52.0
467,1238.0,434.0,46.0,1150.0,256.0,20.0,660.0,272.0,22.0,772.0,540.0,54.0
468,1268.0,414.0,46.0,1118.0,248.0,24.0,622.0,278.0,30.0,830.0,582.0,58.0
469,1290.0,386.0,44.0,1092.0,244.0,22.0,578.0,284.0,38.0,900.0,632.0,58.0
470,1310.0,368.0,44.0,1064.0,238.0,20.0,522.0,308.0,44.0,,,
471,834.0,622.0,58.0,1378.0,308.0,36.0,878.0,246.0,20.0,642.0,356.0,40.0
472,918.0,570.0,56.0,1324.0,304.0,22.0,848.0,250.0,24.0,668.0,376.0,34.0
473,984.0,526.0,50.0,1282.0,290.0,30.0,822.0,254.0,24.0,694.0,398.0,44.0
474,1040.0,490.0,48.0,1238.0,282.0,32.0,788.0,260.0,20.0,730.0,414.0,38.0
475,1086.0,458.0,44.0,1202.0,278.0,28.0,756.0,268.0,26.0,764.0,436.0,40.0
476,1126.0,430.0,42.0,1162.0,268.0,26.0,718.0,276.0,24.0,808.0,462.0,44.0
477,1164.0,408.0,40.0,1130.0,262.0,20.0,678.0,282.0,24.0,856.0,492.0,48.0
478,1194.0,388.0,36.0,1096.0,254.0,24.0,634.0,296.0,34.0,914.0,526.0,50.0
479,1218.0,366.0,40.0,1068.0,252.0,20.0,588.0,300.0,24.0,980.0,568.0,58.0
480,1244.0,350.0,38.0,1042.0,246.0,20.0,542.0,306.0,42.0,1060.0,616.0,58.0
481,772.0,558.0,58.0,1368.0,330.0,40.0,902.0,250.0,18.0,700.0,340.0,30.0
482,850.0,518.0,50.0,1316.0,320.0,40.0,872.0,258.0,24.0,728.0,356.0,34.0
483,916.0,484.0,46.0,1266.0,306.0,30.0,846.0,264.0,24.0,760.0,370.0,38.0
484,970.0,454.0,44.0,1222.0,294.0,24.0,812.0,270.0,24.0,792.0,388.0,36.0
485,1018.0,428.0,38.0,1182.0,288.0,30.0,778.0,278.0,26.0,832.0,406.0,38.0
486,1060.0,404.0,38.0,1140.0,278.0,26.0,740.0,288.0,24.0,874.0,430.0,40.0
487,1096.0,384.0,34.0,1108.0,272.0,24.0,700.0,294.0,28.0,924.0,454.0,42.0
488,1130.0,368.0,36.0,1076.0,262.0,22.0,656.0,302.0,34.0,980.0,482.0,46.0
489,1158.0,350.0,34.0,1046.0,258.0,24.0,610.0,310.0,38.0,1046.0,516.0,50.0
490,1186.0,336.0,30.0,1016.0,252.0,18.0,550.0,332.0,42.0,1124.0,554.0,54.0
491,716.0,512.0,48.0,1346.0,336.0,44.0,928.0,258.0,20.0,754.0,324.0,28.0
492,796.0,478.0,44.0,1290.0,324.0,42.0,900.0,266.0,22.0,786.0,338.0,28.0
493,858.0,448.0,42.0,1242.0,314.0,34.0,868.0,272.0,24.0,816.0,350.0,32.0
494,914.0,422.0,40.0,1196.0,304.0,34.0,836.0,280.0,26.0,850.0,364.0,32.0
495,962.0,402.0,36.0,1156.0,298.0,28.0,800.0,288.0,26.0,890.0,382.0,36.0
496,1004.0,382.0,36.0,1116.0,288.0,28.0,764.0,300.0,24.0,932.0,402.0,38.0
497,1042.0,362.0,32.0,1080.0,280.0,28.0,722.0,306.0,30.0,980.0,422.0,38.0
498,1074.0,348.0,30.0,1050.0,272.0,24.0,674.0,320.0,34.0,1036.0,446.0,44.0
499,1106.0,336.0,34.0,1020.0,264.0,20.0,628.0,324.0,42.0,1100.0,472.0,46.0
500,1132.0,322.0,28.0,992.0,260.0,22.0,574.0,334.0,46.0,1174.0,506.0,54.0
501,674.0,470.0,44.0,1330.0,356.0,40.0,956.0,266.0,24.0,806.0,310.0,28.0
502,748.0,442.0,42.0,1270.0,342.0,40.0,928.0,274.0,24.0,832.0,322.0,32.0
503,810.0,418.0,40.0,1218.0,330.0,36.0,898.0,282.0,24.0,866.0,334.0,30.0
504,864.0,396.0,36.0,1172.0,320.0,30.0,864.0,292.0,24.0,900.0,346.0,32.0
505,912.0,378.0,34.0,1130.0,310.0,28.0,828.0,300.0,28.0,938.0,362.0,32.0
506,954.0,362.0,34.0,1090.0,300.0,28.0,788.0,310.0,28.0,980.0,378.0,34.0
507,992.0,346.0,30.0,1054.0,290.0,26.0,746.0,320.0,30.0,1028.0,396.0,38.0
508,1026.0,332.0,30.0,1022.0,282.0,24.0,700.0,330.0,36.0,1082.0,416.0,40.0
509,1056.0,320.0,28.0,990.0,274.0,24.0,648.0,340.0,42.0,1142.0,438.0,42.0
510,1084.0,308.0,26.0,962.0,266.0,24.0,592.0,352.0,48.0,1212.0,464.0,44.0
511,646.0,440.0,40.0,1314.0,378.0,32.0,988.0,276.0,24.0,846.0,298.0,26.0
512,710.0,412.0,42.0,1246.0,360.0,44.0,960.0,286.0,24.0,878.0,308.0,30.0
513,770.0,392.0,38.0,1192.0,350.0,30.0,928.0,294.0,28.0,908.0,318.0,28.0
514,822.0,374.0,34.0,1148.0,336.0,32.0,894.0,302.0,28.0,942.0,330.0,28.0
515,868.0,358.0,34.0,1100.0,324.0,28.0,858.0,312.0,28.0,980.0,344.0,30.0
516,910.0,344.0,32.0,1060.0,312.0,28.0,818.0,324.0,28.0,1022.0,356.0,32.0
517,948.0,330.0,28.0,1026.0,302.0,28.0,774.0,336.0,32.0,1068.0,372.0,34.0
518,982.0,316.0,28.0,992.0,294.0,28.0,726.0,346.0,40.0,1122.0,388.0,36.0
519,1012.0,308.0,26.0,960.0,286.0,24.0,672.0,360.0,44.0,1182.0,408.0,38.0
520,1042.0,296.0,26.0,930.0,276.0,24.0,608.0,378.0,36.0,1246.0,432.0,42.0
521,612.0,404.0,50.0,1288.0,404.0,38.0,1022.0,286.0,24.0,886.0,286.0,24.0
522,678.0,390.0,38.0,1224.0,384.0,36.0,994.0,294.0,26.0,914.0,294.0,24.0
523,734.0,372.0,36.0,1168.0,366.0,32.0,964.0,304.0,26.0,946.0,304.0,26.0
524,784.0,356.0,34.0,1114.0,352.0,34.0,930.0,316.0,28.0,980.0,316.0,26.0
525,832.0,340.0,32.0,1068.0,340.0,32.0,892.0,328.0,28.0,1018.0,326.0,30.0
526,872.0,328.0,30.0,1028.0,328.0,28.0,850.0,340.0,30.0,1058.0,338.0,32.0
527,910.0,314.0,28.0,990.0,314.0,26.0,806.0,352.0,34.0,1106.0,352.0,34.0
528,942.0,306.0,28.0,956.0,306.0,28.0,754.0,368.0,38.0,1154.0,366.0,36.0
529,976.0,296.0,26.0,924.0,294.0,26.0,696.0,384.0,36.0,1210.0,382.0,38.0
530,1002.0,286.0,26.0,896.0,286.0,24.0,632.0,404.0,40.0,1272.0,400.0,42.0
531,584.0,390.0,44.0,1258.0,434.0,46.0,1062.0,298.0,26.0,920.0,276.0,24.0
532,646.0,370.0,40.0,1188.0,408.0,44.0,1034.0,308.0,26.0,950.0,286.0,24.0
533,706.0,348.0,40.0,1130.0,390.0,36.0,1002.0,318.0,28.0,980.0,292.0,28.0
