Frame,A_x,A_y,A_Diameter,B_x,B_y,B_Diameter,C_x,C_y,C_Diameter,D_x,D_y,D_Diameter
806,952.0,312.0,38.0,1096.0,258.0,28.0,782.0,268.0,32.0,982.0,328.0,38.0
807,992.0,300.0,34.0,1060.0,252.0,28.0,732.0,280.0,34.0,1032.0,342.0,40.0
808,1030.0,286.0,30.0,1022.0,244.0,26.0,688.0,284.0,42.0,1092.0,360.0,44.0
809,1060.0,278.0,28.0,992.0,240.0,24.0,632.0,302.0,32.0,1158.0,380.0,46.0
810,1092.0,268.0,32.0,966.0,232.0,28.0,562.0,318.0,52.0,1232.0,400.0,58.0
811,614.0,388.0,58.0,1338.0,340.0,58.0,990.0,238.0,24.0,844.0,258.0,32.0
812,692.0,358.0,48.0,1270.0,312.0,34.0,960.0,248.0,24.0,872.0,264.0,26.0
813,758.0,338.0,46.0,1210.0,304.0,40.0,930.0,254.0,32.0,906.0,278.0,28.0
814,814.0,326.0,36.0,1158.0,290.0,32.0,890.0,262.0,28.0,942.0,284.0,30.0
815,864.0,312.0,34.0,1108.0,278.0,32.0,852.0,270.0,32.0,980.0,296.0,34.0
816,908.0,296.0,34.0,1068.0,272.0,32.0,808.0,282.0,36.0,1024.0,308.0,36.0
817,948.0,284.0,30.0,1028.0,262.0,28.0,760.0,292.0,38.0,1076.0,324.0,36.0
818,984.0,274.0,30.0,992.0,252.0,26.0,708.0,304.0,40.0,1134.0,336.0,38.0
819,1016.0,264.0,28.0,958.0,246.0,26.0,656.0,310.0,48.0,1194.0,352.0,50.0
820,1044.0,256.0,30.0,932.0,240.0,28.0,590.0,324.0,50.0,1266.0,368.0,58.0
821,588.0,352.0,52.0,1306.0,346.0,54.0,1026.0,250.0,24.0,884.0,248.0,28.0
822,660.0,332.0,50.0,1236.0,332.0,46.0,998.0,256.0,28.0,912.0,254.0,24.0
823,722.0,320.0,44.0,1174.0,316.0,44.0,964.0,266.0,26.0,946.0,266.0,26.0
824,776.0,306.0,38.0,1122.0,308.0,34.0,928.0,274.0,28.0,980.0,272.0,34.0
825,822.0,294.0,32.0,1074.0,294.0,32.0,890.0,282.0,34.0,1020.0,282.0,32.0
826,866.0,282.0,30.0,1030.0,282.0,34.0,844.0,294.0,34.0,1064.0,292.0,34.0
827,906.0,272.0,28.0,992.0,272.0,30.0,798.0,304.0,38.0,1112.0,304.0,38.0
828,942.0,266.0,26.0,956.0,266.0,26.0,744.0,322.0,34.0,1166.0,316.0,40.0
829,976.0,254.0,26.0,922.0,256.0,28.0,682.0,330.0,48.0,1226.0,330.0,44.0
830,1006.0,246.0,24.0,890.0,248.0,30.0,614.0,346.0,54.0,1294.0,344.0,54.0
831,556.0,344.0,58.0,1284.0,384.0,58.0,1068.0,258.0,32.0,920.0,240.0,26.0
832,630.0,322.0,36.0,1206.0,354.0,46.0,1038.0,266.0,32.0,948.0,246.0,28.0
833,690.0,302.0,42.0,1140.0,340.0,38.0,1006.0,276.0,34.0,982.0,252.0,26.0
834,744.0,290.0,38.0,1088.0,322.0,36.0,968.0,288.0,28.0,1018.0,260.0,26.0
835,788.0,280.0,30.0,1036.0,310.0,36.0,928.0,298.0,32.0,1056.0,268.0,28.0
836,830.0,272.0,32.0,990.0,296.0,34.0,884.0,310.0,34.0,1096.0,278.0,34.0
837,870.0,260.0,26.0,952.0,288.0,28.0,832.0,322.0,36.0,1144.0,290.0,32.0
838,906.0,254.0,28.0,914.0,276.0,34.0,774.0,336.0,38.0,1194.0,298.0,42.0
839,938.0,248.0,26.0,882.0,268.0,26.0,714.0,354.0,46.0,1250.0,316.0,32.0
840,966.0,240.0,28.0,850.0,258.0,32.0,642.0,370.0,58.0,1326.0,324.0,34.0
841,534.0,324.0,54.0,1244.0,402.0,58.0,1112.0,268.0,32.0,950.0,232.0,24.0
842,606.0,298.0,44.0,1168.0,382.0,46.0,1082.0,276.0,30.0,978.0,238.0,30.0
843,658.0,294.0,40.0,1100.0,362.0,42.0,1048.0,290.0,32.0,1014.0,244.0,24.0
844,714.0,278.0,36.0,1042.0,344.0,42.0,1014.0,300.0,34.0,1050.0,248.0,24.0
845,754.0,272.0,38.0,992.0,328.0,36.0,972.0,312.0,38.0,1088.0,260.0,32.0
846,800.0,262.0,28.0,946.0,314.0,34.0,928.0,328.0,36.0,1130.0,268.0,32.0
847,840.0,254.0,24.0,906.0,298.0,32.0,878.0,344.0,42.0,1176.0,274.0,28.0
848,874.0,244.0,24.0,870.0,290.0,32.0,816.0,362.0,44.0,1220.0,288.0,30.0
849,904.0,238.0,28.0,836.0,276.0,28.0,750.0,384.0,48.0,1276.0,294.0,40.0
850,934.0,232.0,26.0,806.0,270.0,34.0,678.0,410.0,44.0,1344.0,316.0,48.0
851,526.0,288.0,58.0,1202.0,446.0,56.0,1162.0,280.0,32.0,982.0,226.0,24.0
852,584.0,282.0,46.0,1122.0,416.0,52.0,1136.0,292.0,36.0,1012.0,230.0,24.0
853,634.0,276.0,30.0,1052.0,390.0,46.0,1100.0,302.0,36.0,1042.0,236.0,24.0
854,688.0,270.0,26.0,992.0,368.0,44.0,1066.0,316.0,36.0,1074.0,240.0,32.0
855,728.0,256.0,24.0,938.0,348.0,42.0,1026.0,330.0,36.0,1112.0,248.0,32.0
856,770.0,252.0,32.0,892.0,332.0,40.0,980.0,350.0,40.0,1152.0,256.0,30.0
857,810.0,246.0,24.0,854.0,316.0,36.0,928.0,368.0,44.0,1200.0,266.0,34.0
858,844.0,238.0,24.0,816.0,302.0,34.0,868.0,390.0,48.0,1250.0,276.0,38.0
859,874.0,230.0,26.0,786.0,290.0,34.0,798.0,416.0,50.0,1302.0,280.0,30.0
860,904.0,226.0,24.0,760.0,278.0,36.0,716.0,442.0,58.0,1352.0,286.0,50.0
861,498.0,298.0,56.0,1148.0,492.0,58.0,1218.0,292.0,40.0,1008.0,216.0,20.0
862,558.0,282.0,44.0,1062.0,454.0,54.0,1190.0,304.0,38.0,1038.0,222.0,22.0
863,616.0,262.0,36.0,990.0,422.0,50.0,1158.0,318.0,44.0,1070.0,226.0,22.0
864,660.0,260.0,34.0,930.0,396.0,48.0,1126.0,334.0,38.0,1100.0,232.0,30.0
865,710.0,246.0,34.0,878.0,374.0,44.0,1088.0,352.0,42.0,1140.0,242.0,30.0
866,744.0,244.0,32.0,832.0,352.0,40.0,1040.0,372.0,44.0,1180.0,244.0,24.0
867,780.0,238.0,30.0,792.0,334.0,36.0,988.0,396.0,48.0,1218.0,256.0,24.0
868,818.0,228.0,24.0,756.0,318.0,34.0,928.0,424.0,50.0,1262.0,258.0,38.0
869,848.0,222.0,22.0,730.0,308.0,32.0,856.0,454.0,56.0,1312.0,274.0,26.0
870,878.0,218.0,24.0,702.0,292.0,40.0,772.0,492.0,58.0,1366.0,270.0,54.0
871,492.0,266.0,48.0,1076.0,556.0,58.0,1282.0,304.0,48.0,1036.0,212.0,24.0
872,548.0,260.0,40.0,990.0,504.0,58.0,1262.0,322.0,36.0,1060.0,216.0,24.0
873,592.0,260.0,36.0,916.0,464.0,56.0,1228.0,342.0,38.0,1092.0,224.0,18.0
874,644.0,244.0,34.0,856.0,430.0,52.0,1194.0,354.0,52.0,1124.0,228.0,20.0
875,680.0,244.0,34.0,806.0,400.0,54.0,1160.0,380.0,46.0,1160.0,232.0,24.0
876,720.0,236.0,30.0,760.0,378.0,46.0,1116.0,402.0,50.0,1200.0,236.0,24.0
877,756.0,230.0,30.0,724.0,354.0,48.0,1064.0,430.0,54.0,1236.0,242.0,34.0
878,796.0,222.0,28.0,686.0,338.0,38.0,1002.0,464.0,56.0,1280.0,246.0,40.0
879,826.0,218.0,24.0,662.0,318.0,48.0,930.0,502.0,58.0,1330.0,256.0,36.0
880,856.0,212.0,24.0,636.0,304.0,48.0,830.0,556.0,58.0,1382.0,260.0,44.0
881,480.0,252.0,50.0,,,,1358.0,320.0,54.0,1056.0,208.0,18.0
882,532.0,248.0,42.0,900.0,572.0,58.0,1334.0,334.0,58.0,1082.0,210.0,26.0
883,582.0,240.0,42.0,826.0,516.0,58.0,1310.0,354.0,58.0,1112.0,214.0,24.0
884,624.0,236.0,32.0,764.0,474.0,56.0,1288.0,382.0,42.0,1144.0,218.0,26.0
885,666.0,236.0,20.0,714.0,436.0,58.0,1250.0,414.0,58.0,1178.0,224.0,26.0
886,704.0,226.0,28.0,674.0,404.0,58.0,1206.0,436.0,56.0,1216.0,232.0,22.0
887,740.0,220.0,28.0,640.0,378.0,58.0,1154.0,474.0,56.0,1260.0,234.0,20.0
888,772.0,216.0,26.0,604.0,370.0,58.0,1094.0,516.0,58.0,1302.0,246.0,32.0
889,802.0,212.0,22.0,584.0,336.0,58.0,1028.0,574.0,58.0,1342.0,242.0,44.0
890,830.0,210.0,20.0,560.0,320.0,54.0,,,,1392.0,248.0,46.0
891,470.0,242.0,50.0,,,,1456.0,344.0,44.0,1076.0,202.0,20.0
892,520.0,236.0,46.0,,,,1434.0,360.0,54.0,1102.0,204.0,24.0
893,566.0,234.0,36.0,686.0,590.0,56.0,1418.0,388.0,44.0,1134.0,210.0,20.0
894,608.0,228.0,32.0,652.0,528.0,58.0,1396.0,414.0,42.0,1162.0,212.0,26.0
895,648.0,224.0,30.0,606.0,486.0,58.0,1366.0,444.0,48.0,1196.0,216.0,28.0
896,682.0,222.0,24.0,554.0,444.0,48.0,1310.0,484.0,54.0,1232.0,220.0,30.0
897,716.0,218.0,24.0,524.0,414.0,44.0,1266.0,528.0,58.0,1270.0,226.0,32.0
898,748.0,210.0,20.0,498.0,386.0,38.0,,,,1312.0,230.0,34.0
899,780.0,208.0,20.0,482.0,362.0,48.0,,,,1356.0,234.0,38.0
900,808.0,204.0,20.0,464.0,344.0,44.0,,,,1402.0,238.0,44.0
901,,,,1428.0,232.0,22.0,828.0,188.0,20.0,448.0,328.0,30.0
902,1168.0,624.0,56.0,1378.0,216.0,42.0,800.0,192.0,18.0,440.0,336.0,34.0
903,1234.0,544.0,58.0,1332.0,210.0,40.0,770.0,196.0,18.0,488.0,366.0,40.0
904,1264.0,484.0,58.0,1296.0,210.0,24.0,738.0,196.0,22.0,496.0,380.0,58.0
905,1324.0,438.0,58.0,1250.0,204.0,30.0,704.0,204.0,20.0,522.0,412.0,54.0
906,1356.0,402.0,54.0,1214.0,202.0,22.0,668.0,210.0,18.0,578.0,452.0,58.0
907,1368.0,380.0,44.0,1178.0,196.0,28.0,624.0,214.0,30.0,600.0,492.0,58.0
908,1404.0,346.0,54.0,1148.0,196.0,18.0,584.0,214.0,32.0,682.0,540.0,58.0
909,1412.0,334.0,40.0,1118.0,192.0,20.0,540.0,216.0,42.0,,,
910,1436.0,304.0,58.0,1090.0,188.0,20.0,490.0,220.0,48.0,,,
911,,,,1416.0,226.0,54.0,852.0,190.0,22.0,538.0,306.0,34.0
912,,,,1366.0,224.0,44.0,820.0,196.0,24.0,544.0,314.0,34.0
913,1094.0,472.0,58.0,1320.0,220.0,34.0,792.0,200.0,20.0,578.0,330.0,50.0
914,1146.0,434.0,58.0,1274.0,214.0,34.0,760.0,202.0,28.0,610.0,360.0,58.0
915,1200.0,398.0,54.0,1234.0,210.0,30.0,724.0,210.0,20.0,648.0,374.0,58.0
916,1236.0,368.0,58.0,1194.0,210.0,20.0,686.0,210.0,30.0,688.0,402.0,58.0
917,1270.0,342.0,58.0,1164.0,202.0,24.0,646.0,214.0,34.0,746.0,440.0,56.0
918,1306.0,334.0,58.0,1128.0,198.0,24.0,600.0,220.0,38.0,800.0,476.0,58.0
919,1322.0,302.0,58.0,1098.0,196.0,20.0,554.0,224.0,44.0,,,
920,1342.0,288.0,58.0,1070.0,190.0,20.0,502.0,228.0,50.0,,,
921,804.0,512.0,56.0,1406.0,238.0,50.0,872.0,196.0,22.0,608.0,284.0,38.0
922,914.0,470.0,58.0,1352.0,242.0,26.0,844.0,200.0,22.0,640.0,292.0,50.0
923,988.0,426.0,58.0,1308.0,236.0,34.0,812.0,204.0,22.0,672.0,306.0,54.0
924,1050.0,394.0,54.0,1262.0,224.0,26.0,782.0,208.0,28.0,704.0,326.0,54.0
925,1104.0,366.0,48.0,1218.0,222.0,30.0,746.0,212.0,30.0,742.0,346.0,52.0
926,1148.0,342.0,46.0,1174.0,212.0,30.0,704.0,220.0,28.0,788.0,372.0,50.0
927,1188.0,322.0,42.0,1142.0,208.0,22.0,664.0,222.0,34.0,842.0,396.0,54.0
928,1214.0,304.0,52.0,1106.0,206.0,20.0,610.0,230.0,24.0,906.0,428.0,58.0
929,1242.0,296.0,34.0,1076.0,200.0,24.0,566.0,242.0,28.0,982.0,468.0,58.0
930,1268.0,276.0,44.0,1046.0,196.0,22.0,512.0,240.0,48.0,,,
931,732.0,456.0,56.0,1392.0,248.0,54.0,898.0,200.0,24.0,684.0,266.0,48.0
932,832.0,420.0,58.0,1334.0,242.0,48.0,870.0,206.0,24.0,704.0,286.0,44.0
933,908.0,390.0,52.0,1282.0,236.0,40.0,836.0,212.0,26.0,744.0,292.0,46.0
934,972.0,364.0,48.0,1240.0,236.0,34.0,806.0,214.0,28.0,780.0,306.0,48.0
935,1026.0,340.0,46.0,1190.0,224.0,34.0,764.0,222.0,28.0,816.0,322.0,44.0
936,1072.0,320.0,40.0,1150.0,220.0,32.0,728.0,224.0,34.0,866.0,342.0,46.0
937,1114.0,306.0,44.0,1114.0,216.0,26.0,684.0,238.0,24.0,922.0,362.0,54.0
938,1148.0,292.0,44.0,1082.0,212.0,20.0,636.0,236.0,40.0,984.0,388.0,52.0
939,1180.0,280.0,42.0,1050.0,206.0,22.0,584.0,254.0,24.0,1060.0,418.0,58.0
940,1202.0,270.0,32.0,1020.0,202.0,20.0,526.0,248.0,54.0,1158.0,450.0,58.0
941,680.0,412.0,58.0,1376.0,260.0,56.0,926.0,208.0,24.0,738.0,256.0,32.0
942,770.0,386.0,58.0,1316.0,252.0,50.0,896.0,212.0,24.0,772.0,266.0,38.0
943,846.0,358.0,50.0,1262.0,248.0,42.0,868.0,216.0,32.0,804.0,280.0,34.0
944,908.0,336.0,44.0,1212.0,240.0,36.0,828.0,220.0,24.0,838.0,288.0,34.0
945,962.0,320.0,40.0,1172.0,232.0,24.0,790.0,226.0,26.0,880.0,302.0,40.0
946,1008.0,304.0,36.0,1130.0,226.0,26.0,746.0,232.0,24.0,928.0,320.0,44.0
947,1050.0,288.0,40.0,1092.0,220.0,24.0,706.0,240.0,36.0,984.0,334.0,44.0
948,1082.0,276.0,38.0,1054.0,220.0,22.0,658.0,246.0,44.0,1046.0,356.0,48.0
949,1112.0,262.0,42.0,1022.0,212.0,24.0,600.0,256.0,42.0,1120.0,380.0,54.0
950,1144.0,254.0,34.0,992.0,206.0,24.0,536.0,266.0,42.0,1206.0,406.0,58.0
951,644.0,382.0,48.0,1360.0,276.0,58.0,956.0,214.0,24.0,792.0,246.0,30.0
952,720.0,352.0,48.0,1296.0,266.0,52.0,926.0,220.0,24.0,826.0,254.0,38.0
953,792.0,332.0,44.0,1248.0,268.0,46.0,898.0,224.0,32.0,858.0,266.0,32.0
954,852.0,314.0,40.0,1186.0,250.0,40.0,854.0,232.0,32.0,892.0,274.0,36.0
955,906.0,300.0,40.0,1142.0,244.0,32.0,818.0,236.0,28.0,936.0,284.0,36.0
956,954.0,284.0,36.0,1102.0,236.0,28.0,778.0,244.0,34.0,982.0,300.0,38.0
957,994.0,272.0,32.0,1060.0,230.0,30.0,730.0,256.0,30.0,1036.0,312.0,40.0
958,1032.0,262.0,34.0,1022.0,224.0,32.0,678.0,260.0,40.0,1096.0,330.0,44.0
959,1064.0,252.0,32.0,992.0,220.0,24.0,624.0,266.0,52.0,1168.0,352.0,52.0
960,1092.0,244.0,32.0,962.0,214.0,24.0,560.0,276.0,58.0,1254.0,368.0,44.0
961,604.0,344.0,58.0,1340.0,294.0,58.0,990.0,222.0,24.0,838.0,236.0,28.0
962,678.0,332.0,52.0,1280.0,292.0,44.0,960.0,228.0,24.0,870.0,244.0,30.0
963,752.0,316.0,36.0,1214.0,278.0,34.0,926.0,236.0,24.0,904.0,254.0,28.0
964,808.0,296.0,38.0,1164.0,264.0,32.0,890.0,238.0,26.0,942.0,260.0,32.0
965,858.0,284.0,40.0,1112.0,258.0,30.0,850.0,246.0,28.0,984.0,270.0,34.0
966,908.0,272.0,34.0,1070.0,246.0,28.0,804.0,258.0,36.0,1028.0,282.0,38.0
967,948.0,260.0,32.0,1030.0,238.0,26.0,756.0,264.0,32.0,1082.0,296.0,40.0
968,984.0,250.0,28.0,992.0,234.0,26.0,700.0,280.0,44.0,1136.0,308.0,46.0
969,1018.0,242.0,28.0,960.0,226.0,26.0,648.0,282.0,54.0,1202.0,322.0,50.0
970,1048.0,236.0,30.0,928.0,222.0,28.0,578.0,294.0,58.0,1278.0,338.0,58.0
971,576.0,320.0,58.0,1326.0,330.0,58.0,1028.0,228.0,28.0,880.0,228.0,28.0
972,640.0,306.0,34.0,1246.0,308.0,38.0,998.0,234.0,30.0,914.0,234.0,32.0
973,708.0,292.0,34.0,1188.0,290.0,36.0,964.0,240.0,26.0,944.0,240.0,28.0
974,766.0,284.0,44.0,1132.0,282.0,42.0,930.0,250.0,36.0,982.0,248.0,28.0
975,816.0,272.0,40.0,1080.0,270.0,38.0,886.0,262.0,30.0,1022.0,262.0,28.0
976,862.0,260.0,38.0,1032.0,262.0,30.0,842.0,268.0,36.0,1070.0,270.0,38.0
977,908.0,250.0,34.0,994.0,250.0,32.0,788.0,280.0,40.0,1120.0,280.0,40.0
978,942.0,240.0,26.0,956.0,240.0,26.0,732.0,290.0,36.0,1176.0,294.0,44.0
979,976.0,234.0,28.0,922.0,236.0,24.0,674.0,300.0,54.0,1234.0,300.0,48.0
980,1006.0,228.0,28.0,892.0,228.0,28.0,602.0,316.0,56.0,1304.0,312.0,58.0
981,550.0,298.0,58.0,1288.0,348.0,44.0,1066.0,236.0,32.0,918.0,222.0,24.0
982,612.0,300.0,56.0,1214.0,326.0,46.0,1038.0,244.0,30.0,948.0,226.0,28.0
983,676.0,284.0,46.0,1150.0,312.0,46.0,1004.0,254.0,28.0,978.0,232.0,34.0
984,732.0,270.0,42.0,1088.0,296.0,40.0,968.0,260.0,32.0,1018.0,238.0,28.0
985,782.0,256.0,30.0,1042.0,284.0,44.0,926.0,270.0,34.0,1058.0,248.0,30.0
986,826.0,250.0,34.0,994.0,270.0,34.0,882.0,282.0,38.0,1102.0,258.0,32.0
987,872.0,240.0,34.0,952.0,260.0,32.0,830.0,296.0,40.0,1146.0,262.0,42.0
988,908.0,232.0,34.0,916.0,252.0,32.0,768.0,308.0,38.0,1200.0,272.0,44.0
989,940.0,226.0,30.0,880.0,244.0,28.0,706.0,322.0,52.0,1262.0,282.0,46.0
990,968.0,220.0,28.0,852.0,236.0,32.0,630.0,340.0,58.0,1326.0,292.0,58.0
991,530.0,280.0,58.0,1258.0,370.0,58.0,1114.0,246.0,32.0,950.0,214.0,24.0
992,598.0,270.0,54.0,1174.0,354.0,44.0,1084.0,256.0,30.0,982.0,220.0,24.0
993,648.0,270.0,44.0,1108.0,330.0,44.0,1052.0,262.0,32.0,1016.0,222.0,24.0
994,702.0,260.0,40.0,1046.0,312.0,40.0,1014.0,276.0,32.0,1048.0,230.0,32.0
995,750.0,250.0,38.0,992.0,298.0,38.0,974.0,284.0,34.0,1092.0,238.0,32.0
996,794.0,240.0,34.0,946.0,284.0,36.0,926.0,298.0,38.0,1136.0,246.0,36.0
997,836.0,234.0,26.0,904.0,274.0,34.0,872.0,314.0,42.0,1180.0,250.0,30.0
998,872.0,228.0,24.0,868.0,262.0,34.0,814.0,330.0,48.0,1228.0,264.0,32.0
999,908.0,218.0,30.0,832.0,254.0,32.0,746.0,348.0,56.0,1284.0,266.0,48.0
1000,934.0,214.0,24.0,802.0,246.0,30.0,662.0,370.0,58.0,1356.0,290.0,50.0
1001,500.0,286.0,58.0,1218.0,408.0,58.0,1170.0,258.0,36.0,982.0,208.0,22.0
1002,572.0,260.0,40.0,1130.0,384.0,58.0,1136.0,264.0,40.0,1010.0,212.0,28.0
1003,632.0,250.0,44.0,1054.0,358.0,48.0,1104.0,280.0,34.0,1040.0,216.0,30.0
1004,682.0,242.0,38.0,992.0,336.0,46.0,1070.0,288.0,36.0,1080.0,220.0,24.0
1005,722.0,240.0,36.0,936.0,318.0,46.0,1028.0,302.0,38.0,1120.0,228.0,30.0
1006,772.0,228.0,36.0,890.0,304.0,44.0,982.0,318.0,46.0,1160.0,234.0,26.0
1007,802.0,226.0,34.0,848.0,290.0,40.0,928.0,336.0,46.0,1200.0,240.0,36.0
1008,844.0,216.0,30.0,816.0,276.0,38.0,864.0,358.0,48.0,1250.0,246.0,42.0
1009,876.0,212.0,24.0,784.0,264.0,40.0,792.0,382.0,52.0,1304.0,254.0,44.0
1010,904.0,208.0,22.0,750.0,256.0,34.0,706.0,412.0,56.0,1364.0,260.0,52.0
1011,496.0,254.0,50.0,1156.0,456.0,58.0,1230.0,272.0,40.0,1010.0,202.0,22.0
1012,556.0,244.0,50.0,1068.0,418.0,58.0,1196.0,284.0,32.0,1036.0,204.0,28.0
1013,612.0,236.0,50.0,992.0,388.0,54.0,1164.0,290.0,48.0,1072.0,210.0,24.0
1014,658.0,234.0,34.0,930.0,364.0,48.0,1130.0,306.0,44.0,1106.0,214.0,24.0
1015,704.0,226.0,34.0,874.0,342.0,48.0,1090.0,324.0,40.0,1144.0,222.0,30.0
1016,740.0,224.0,28.0,830.0,322.0,46.0,1046.0,340.0,44.0,1186.0,230.0,34.0
1017,778.0,216.0,24.0,784.0,310.0,48.0,990.0,364.0,48.0,1222.0,230.0,36.0
1018,816.0,214.0,22.0,750.0,294.0,42.0,926.0,388.0,54.0,1270.0,236.0,40.0
1019,850.0,206.0,28.0,718.0,278.0,34.0,850.0,418.0,58.0,1320.0,240.0,48.0
1020,876.0,202.0,24.0,690.0,270.0,38.0,752.0,452.0,58.0,1376.0,246.0,56.0
1021,484.0,238.0,58.0,,,,1292.0,278.0,50.0,1032.0,194.0,26.0
1022,540.0,234.0,48.0,990.0,462.0,58.0,1264.0,288.0,58.0,1062.0,200.0,24.0
1023,592.0,228.0,44.0,914.0,428.0,58.0,1244.0,308.0,38.0,1096.0,202.0,22.0
1024,638.0,226.0,34.0,850.0,394.0,54.0,1204.0,324.0,50.0,1128.0,210.0,22.0
1025,682.0,218.0,34.0,794.0,366.0,48.0,1164.0,344.0,56.0,1160.0,210.0,34.0
1026,720.0,214.0,28.0,754.0,344.0,56.0,1124.0,370.0,54.0,1200.0,216.0,32.0
1027,754.0,210.0,24.0,714.0,330.0,42.0,1068.0,396.0,56.0,1242.0,220.0,36.0
1028,788.0,204.0,24.0,680.0,308.0,48.0,1004.0,428.0,58.0,1286.0,224.0,42.0
1029,820.0,200.0,24.0,652.0,292.0,48.0,930.0,468.0,58.0,1336.0,242.0,24.0
1030,850.0,196.0,22.0,626.0,280.0,46.0,836.0,518.0,58.0,1390.0,234.0,54.0
1031,456.0,238.0,24.0,,,,1372.0,290.0,58.0,1058.0,192.0,20.0
1032,524.0,226.0,46.0,,,,1348.0,308.0,58.0,1086.0,194.0,20.0
1033,574.0,220.0,44.0,820.0,480.0,58.0,1322.0,326.0,58.0,1116.0,198.0,24.0
1034,612.0,224.0,36.0,756.0,438.0,58.0,1294.0,346.0,58.0,1148.0,200.0,26.0
1035,660.0,212.0,28.0,700.0,400.0,58.0,1254.0,378.0,48.0,1182.0,210.0,20.0
1036,698.0,208.0,28.0,658.0,378.0,58.0,1214.0,406.0,54.0,1220.0,210.0,30.0
1037,736.0,208.0,18.0,626.0,346.0,58.0,1164.0,438.0,58.0,1266.0,216.0,24.0
1038,768.0,198.0,26.0,596.0,326.0,58.0,1100.0,480.0,58.0,1304.0,218.0,38.0
1039,800.0,196.0,22.0,570.0,308.0,58.0,,,,1350.0,222.0,44.0
1040,828.0,192.0,20.0,548.0,294.0,54.0,,,,1402.0,226.0,50.0
1041,458.0,220.0,54.0,,,,1456.0,324.0,32.0,1080.0,184.0,18.0
1042,512.0,216.0,50.0,,,,1458.0,332.0,44.0,1108.0,190.0,22.0
1043,556.0,214.0,36.0,,,,1434.0,352.0,54.0,1136.0,192.0,24.0
1044,602.0,208.0,36.0,612.0,488.0,58.0,1394.0,386.0,48.0,1172.0,198.0,24.0
1045,638.0,210.0,28.0,570.0,444.0,56.0,1384.0,408.0,54.0,1200.0,198.0,30.0
1046,680.0,206.0,20.0,554.0,414.0,52.0,1330.0,450.0,58.0,1238.0,208.0,18.0
1047,714.0,202.0,18.0,518.0,388.0,58.0,1308.0,488.0,58.0,1276.0,206.0,36.0
1048,744.0,196.0,24.0,480.0,354.0,44.0,1226.0,548.0,58.0,1316.0,208.0,42.0
1049,776.0,190.0,18.0,480.0,342.0,36.0,,,,1366.0,216.0,34.0
1050,806.0,190.0,16.0,440.0,316.0,38.0,,,,1412.0,218.0,46.0
1051,,,,1438.0,196.0,52.0,826.0,170.0,20.0,406.0,284.0,44.0
1052,,,,1386.0,194.0,46.0,798.0,176.0,18.0,424.0,302.0,46.0
1053,,,,1342.0,200.0,24.0,766.0,176.0,24.0,466.0,330.0,44.0
1054,1310.0,436.0,58.0,1298.0,190.0,30.0,734.0,182.0,20.0,492.0,354.0,46.0
1055,1348.0,394.0,56.0,1262.0,190.0,28.0,700.0,186.0,20.0,524.0,380.0,50.0
1056,1358.0,370.0,52.0,1218.0,186.0,18.0,664.0,184.0,32.0,532.0,404.0,58.0
1057,1386.0,346.0,46.0,1184.0,182.0,20.0,620.0,190.0,30.0,574.0,444.0,58.0
1058,1426.0,312.0,50.0,1152.0,176.0,22.0,578.0,192.0,38.0,,,
1059,1430.0,304.0,40.0,1122.0,172.0,20.0,532.0,194.0,44.0,,,
1060,1454.0,274.0,58.0,1092.0,172.0,18.0,480.0,196.0,52.0,,,
1061,,,,1428.0,204.0,56.0,848.0,172.0,20.0,518.0,264.0,58.0
1062,,,,1386.0,216.0,44.0,820.0,180.0,18.0,544.0,292.0,42.0
1063,1092.0,438.0,58.0,1324.0,196.0,42.0,786.0,180.0,22.0,574.0,306.0,40.0
1064,1164.0,388.0,58.0,1288.0,202.0,36.0,756.0,184.0,26.0,604.0,324.0,42.0
1065,1214.0,360.0,58.0,1238.0,196.0,22.0,720.0,192.0,20.0,624.0,336.0,48.0
1066,1244.0,340.0,48.0,1200.0,192.0,22.0,680.0,196.0,24.0,670.0,362.0,54.0
1067,1278.0,318.0,42.0,1168.0,186.0,26.0,640.0,194.0,36.0,724.0,394.0,58.0
1068,1312.0,290.0,58.0,1132.0,180.0,22.0,594.0,198.0,40.0,802.0,440.0,58.0
1069,1334.0,272.0,58.0,1100.0,176.0,20.0,544.0,202.0,44.0,,,
1070,1356.0,258.0,58.0,1072.0,174.0,20.0,492.0,204.0,56.0,,,
1071,814.0,478.0,58.0,1418.0,214.0,54.0,872.0,178.0,22.0,596.0,262.0,50.0
1072,,,,1362.0,212.0,40.0,840.0,180.0,22.0,628.0,272.0,42.0
1073,988.0,384.0,58.0,1310.0,208.0,36.0,810.0,186.0,22.0,662.0,276.0,58.0
1074,1054.0,354.0,58.0,1262.0,200.0,38.0,774.0,190.0,26.0,696.0,292.0,56.0
1075,1112.0,334.0,58.0,1226.0,202.0,36.0,742.0,192.0,34.0,728.0,318.0,58.0
1076,1150.0,306.0,58.0,1182.0,194.0,24.0,700.0,202.0,22.0,776.0,336.0,58.0
1077,1194.0,296.0,48.0,1144.0,190.0,24.0,658.0,200.0,38.0,836.0,358.0,58.0
1078,1222.0,274.0,52.0,1110.0,184.0,24.0,612.0,204.0,44.0,900.0,386.0,58.0
1079,1258.0,266.0,46.0,1078.0,182.0,22.0,560.0,206.0,54.0,982.0,428.0,58.0
